g_norm,y_t,delta_y
34.38022687534217,0.2666666666666666,0.125
82.6559132790873,0.3916666666666666,0.6000000000000002
75.81556568409947,0.9916666666666668,-0.4916666666666668
37.70941526992961,0.5,0.4333333333333332
73.05477397131553,0.9333333333333332,0.0250000000000001
50.80354318352215,0.9583333333333334,-0.0333333333333333
110.16351483136329,0.925,0.0
71.07038764492565,0.925,-0.7000000000000001
83.6181798414675,0.225,0.5333333333333333
59.00847396772772,0.7583333333333333,-0.2333333333333332
87.39565206576354,0.525,-0.4083333333333334
136.31947769852994,0.1166666666666666,-0.1166666666666666
96.81941953967706,0.0,0.4083333333333333
45.46427168667722,0.4083333333333333,0.0999999999999999
54.12947441089743,0.5083333333333333,0.1916666666666666
62.10475022089695,0.7,-0.3416666666666667
52.41183072551463,0.3583333333333333,0.6083333333333335
87.41281370600079,0.9666666666666668,0.0333333333333332
27.53179979587241,1.0,-0.025
90.59249417032296,0.975,-0.0166666666666666
82.09141246196218,0.9583333333333334,-0.5
46.94677837722201,0.4583333333333333,0.3999999999999999
48.35286961494633,0.8583333333333333,-0.0416666666666666
